,Skill,Domain,Sub-Domain
17060,Vrml,computer-science,mobile-and-web-development
17061,Booking,computer-science,mobile-and-web-development
17067,Mathematics,computer-science,mobile-and-web-development
17070,Nest,computer-science,mobile-and-web-development
17072,Solidity,computer-science,mobile-and-web-development
17073,Smart Contract,computer-science,mobile-and-web-development
17075,Evaluation,computer-science,mobile-and-web-development
17076,Web Accessibility,computer-science,mobile-and-web-development
17077,Fluid Mechanics,computer-science,mobile-and-web-development
17081,Manual Testing,computer-science,mobile-and-web-development
17082,Ansi C,computer-science,mobile-and-web-development
17083,English Language,computer-science,mobile-and-web-development
17087,Internet,computer-science,mobile-and-web-development
17090,Adobe Photoshop,computer-science,mobile-and-web-development
17091,Digital Marketing,computer-science,mobile-and-web-development
17095,Accuracy And Precision,computer-science,mobile-and-web-development
17097,Big Data,computer-science,mobile-and-web-development
17098,Divestment,computer-science,mobile-and-web-development
17103,Linguistics,computer-science,mobile-and-web-development
17104,Deployment Environment,computer-science,mobile-and-web-development
17132,Failure,computer-science,mobile-and-web-development
17134,Debugging,computer-science,mobile-and-web-development
17139,Calibration,computer-science,mobile-and-web-development
17140,Prior Probability,computer-science,mobile-and-web-development
17141,Multiple Recursion,computer-science,mobile-and-web-development
17145,Mathematical Optimization,computer-science,mobile-and-web-development
17147,Search Engine Optimization,computer-science,mobile-and-web-development
17152,Web Analytics,computer-science,mobile-and-web-development
17158,Functional Programming,computer-science,mobile-and-web-development
17164,System F,computer-science,mobile-and-web-development
17167,Demos,computer-science,mobile-and-web-development
17168,Data Clustering Algorithms,computer-science,mobile-and-web-development
17171,Authorization,computer-science,mobile-and-web-development
17172,Kubernetes,computer-science,mobile-and-web-development
17173,Microservices,computer-science,mobile-and-web-development
17174,Personal Advertisement,computer-science,mobile-and-web-development
17175,Template Processor,computer-science,mobile-and-web-development
17181,Javascript Syntax,computer-science,mobile-and-web-development
17186,Externality,computer-science,mobile-and-web-development
17216,App Inventor For Android,computer-science,mobile-and-web-development
17219,Viewer,computer-science,mobile-and-web-development
17220,Google Maps,computer-science,mobile-and-web-development
17226,Editing,computer-science,mobile-and-web-development
17229,Hashing,computer-science,mobile-and-web-development
17234,Cryptography,computer-science,mobile-and-web-development
17236,Entry Point,computer-science,mobile-and-web-development
17238,Blockchain,computer-science,mobile-and-web-development
17240,Multisignature,computer-science,mobile-and-web-development
17247,Callable Bond,computer-science,mobile-and-web-development
17248,Return Statement,computer-science,mobile-and-web-development
17250,Interoperability,computer-science,mobile-and-web-development
17252,Message,computer-science,mobile-and-web-development
17258,Documents,computer-science,mobile-and-web-development
17273,Web Browsers,computer-science,mobile-and-web-development
17276,Programming Style,computer-science,mobile-and-web-development
17307,Rubygems,computer-science,mobile-and-web-development
17310,Rspec,computer-science,mobile-and-web-development
17331,Hand,computer-science,mobile-and-web-development
17335,Arrays,computer-science,mobile-and-web-development
17354,Business Object,computer-science,mobile-and-web-development
17356,Asp.Net Core,computer-science,mobile-and-web-development
17358,Microsoft Visual Studio,computer-science,mobile-and-web-development
17359,Asp.Net,computer-science,mobile-and-web-development
17364,Web Server,computer-science,mobile-and-web-development
17365,Static Web Page,computer-science,mobile-and-web-development
17370,Ibm Websphere,computer-science,mobile-and-web-development
17372,Command-Line Interface,computer-science,mobile-and-web-development
17385,Responsive Web Design,computer-science,mobile-and-web-development
17399,Javascript Templating,computer-science,mobile-and-web-development
17407,Routing,computer-science,mobile-and-web-development
17410,Event (Computing),computer-science,mobile-and-web-development
17411,Observer Pattern,computer-science,mobile-and-web-development
17413,Meteor,computer-science,mobile-and-web-development
17423,Collaboration,computer-science,mobile-and-web-development
17424,Process Analysis,computer-science,mobile-and-web-development
17426,Version Control,computer-science,mobile-and-web-development
17428,Look And Feel,computer-science,mobile-and-web-development
17429,User Journey,computer-science,mobile-and-web-development
17430,Usability Testing,computer-science,mobile-and-web-development
17439,Delegation,computer-science,mobile-and-web-development
17441,Source Code,computer-science,mobile-and-web-development
17442,Data Model,computer-science,mobile-and-web-development
17444,Purchasing,computer-science,mobile-and-web-development
17447,Monetization,computer-science,mobile-and-web-development
17450,Troubleshooting,computer-science,mobile-and-web-development
17454,Graphical User Interface,computer-science,mobile-and-web-development
17455,Direct Manipulation Interface,computer-science,mobile-and-web-development
17459,User Control,computer-science,mobile-and-web-development
17462,Tracking System,computer-science,mobile-and-web-development
17463,Head-Mounted Displays,computer-science,mobile-and-web-development
17465,Smartphones,computer-science,mobile-and-web-development
17469,Wilmagate,computer-science,mobile-and-web-development
17470,Geometry,computer-science,mobile-and-web-development
17473,Robotics,computer-science,mobile-and-web-development
17483,Php Syntax And Semantics,computer-science,mobile-and-web-development
17486,Database Design,computer-science,mobile-and-web-development
17487,Database Model,computer-science,mobile-and-web-development
17488,Phpmyadmin,computer-science,mobile-and-web-development
17489,Database Normalization,computer-science,mobile-and-web-development
17490,Sql Server,computer-science,mobile-and-web-development
17495,Database Application,computer-science,mobile-and-web-development
17497,"Create, Read, Update And Delete",computer-science,mobile-and-web-development
17503,Http Cookie,computer-science,mobile-and-web-development
17518,Semantics,computer-science,mobile-and-web-development
17527,Style Sheet (Web Development),computer-science,mobile-and-web-development
17529,Css Box Model,computer-science,mobile-and-web-development
17553,Website Wireframe,computer-science,mobile-and-web-development
17564,C Sharp (Programming Language),computer-science,mobile-and-web-development
17578,Flow Network,computer-science,mobile-and-web-development
17582,Xhtml,computer-science,mobile-and-web-development
17586,Mapreduce,computer-science,mobile-and-web-development
17587,Debuggers,computer-science,mobile-and-web-development
17593,Jscript,computer-science,mobile-and-web-development
17598,Object Model,computer-science,mobile-and-web-development
17612,Javascript Engines,computer-science,mobile-and-web-development
17615,Html,computer-science,software-development
17616,C Sharp (Programming Language),computer-science,software-development
17619,Remote Desktop Protocols,computer-science,software-development
17620,Quickwin,computer-science,software-development
17621,Microsoft Operating Systems,computer-science,software-development
